so_id,sso_id,customer_id,quantity,label_price,discount,amount,paid_time,item_id,option_id,order_date,order_weekday,order_hour,is_weekend,is_night,customer_segment,member_level,customer_group_id,is_multi_order,cluster,year,month
SO_11709,1,Customer_585,1,345.92,0.9253438156328816,320.09493270372644,2021-11-05 22:58:58,Item_0,14,2021-11-05,4,22,0,1,2,1,1,False,1,2021,11
SO_11710,0,Customer_356,1,68.59,0.9748905214773864,66.86774086813394,2021-11-05 23:02:34,Item_4,4,2021-11-05,4,23,0,1,1,1,0,False,1,2021,11
SO_11710,1,Customer_356,1,170.82,0.9387664538347917,160.36008564405913,2021-11-05 23:02:34,Item_4,18,2021-11-05,4,23,0,1,1,1,0,False,1,2021,11
SO_11711,0,Customer_772,1,49.83,0.9470234997480711,47.19018099244638,2021-11-05 23:04:38,Item_3,3,2021-11-05,4,23,0,1,1,1,1,True,1,2021,11
SO_11712,0,Customer_732,1,170.82,0.9387664538347917,160.36008564405913,2021-11-05 23:15:47,Item_4,18,2021-11-05,4,23,0,1,1,2,1,False,2,2021,11
SO_11713,0,Customer_709,1,86.77,0.9386585324247103,81.44740085849212,2021-11-05 23:41:28,Item_3,17,2021-11-05,4,23,0,1,1,2,1,False,2,2021,11
SO_11714,0,Customer_1071,1,192.22,0.9734153635558457,187.10990118270465,2021-11-06 00:10:59,Item_0,12,2021-11-06,5,0,1,1,1,1,1,False,1,2021,11
SO_11715,0,Customer_483,2,123.25,0.9012073904628384,222.14762174908967,2021-11-06 00:20:52,Item_0,0,2021-11-06,5,0,1,1,1,0,0,False,2,2021,11
SO_11716,0,Customer_261,1,49.83,1.0,49.83,2021-11-06 01:13:06,Item_3,3,2021-11-06,5,1,1,1,0,1,0,False,0,2021,11
SO_11717,0,Customer_261,1,49.83,1.0,49.83,2021-11-06 01:29:25,Item_3,3,2021-11-06,5,1,1,1,0,1,0,True,0,2021,11
SO_11718,0,Customer_327,3,202.94,0.9052296867843002,551.1219379080176,2021-11-06 01:59:07,Item_1,20,2021-11-06,5,1,1,1,1,0,0,False,1,2021,11
SO_11719,0,Customer_402,3,49.83,1.0,149.49,2021-11-06 02:58:56,Item_3,3,2021-11-06,5,2,1,1,2,1,0,False,1,2021,11
SO_11720,0,Customer_366,1,49.83,1.0,49.83,2021-11-06 03:58:25,Item_3,3,2021-11-06,5,3,1,1,1,1,0,False,2,2021,11
SO_11720,1,Customer_366,2,94.12,0.9103150621395545,171.35770729714974,2021-11-06 03:58:25,Item_5,5,2021-11-06,5,3,1,1,1,1,0,False,2,2021,11
SO_11721,1,Customer_288,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 04:41:17,Item_3,17,2021-11-06,5,4,1,1,0,1,0,False,2,2021,11
SO_11721,0,Customer_288,1,345.92,0.9090994918587496,314.4756962237787,2021-11-06 04:41:17,Item_0,14,2021-11-06,5,4,1,1,0,1,0,False,2,2021,11
SO_11722,0,Customer_203,2,192.22,0.9734153635558457,374.2198023654093,2021-11-06 06:19:58,Item_0,12,2021-11-06,5,6,1,1,2,2,0,False,2,2021,11
SO_11722,1,Customer_203,1,345.92,0.9090994918587496,314.4756962237787,2021-11-06 06:19:58,Item_0,14,2021-11-06,5,6,1,1,2,2,0,False,2,2021,11
SO_11723,0,Customer_680,2,86.77,0.908441824311307,157.65099419098422,2021-11-06 07:40:41,Item_3,17,2021-11-06,5,7,1,0,2,1,1,False,1,2021,11
SO_11723,1,Customer_680,2,49.83,1.0,99.66,2021-11-06 07:40:41,Item_3,3,2021-11-06,5,7,1,0,2,1,1,False,1,2021,11
SO_11724,0,Customer_111,2,86.77,0.908441824311307,157.65099419098422,2021-11-06 07:44:20,Item_3,17,2021-11-06,5,7,1,0,1,1,0,False,2,2021,11
SO_11725,0,Customer_211,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 08:17:04,Item_3,17,2021-11-06,5,8,1,0,1,1,0,False,2,2021,11
SO_11726,0,Customer_865,2,94.37,0.9315489498862084,175.820548801523,2021-11-06 08:23:48,Item_7,7,2021-11-06,5,8,1,0,1,1,2,False,2,2021,11
SO_11726,1,Customer_865,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 08:23:48,Item_0,14,2021-11-06,5,8,1,0,1,1,2,False,2,2021,11
SO_11727,0,Customer_557,2,202.94,0.9052296867843002,367.41462527201173,2021-11-06 09:10:58,Item_1,20,2021-11-06,5,9,1,0,1,0,1,False,2,2021,11
SO_11729,0,Customer_405,1,123.25,0.9012073904628384,111.07381087454483,2021-11-06 09:18:35,Item_0,0,2021-11-06,5,9,1,0,1,0,0,False,1,2021,11
SO_11730,0,Customer_79,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 09:21:46,Item_3,17,2021-11-06,5,9,1,0,0,0,0,False,0,2021,11
SO_11728,0,Customer_481,2,202.94,0.9052296867843002,367.41462527201173,2021-11-06 09:27:23,Item_1,20,2021-11-06,5,9,1,0,1,1,0,False,1,2021,11
SO_11728,1,Customer_481,2,108.78,0.9192708605382136,199.99656841869376,2021-11-06 09:27:23,Item_1,1,2021-11-06,5,9,1,0,1,1,0,False,1,2021,11
SO_11731,0,Customer_712,1,29.53,0.948957931470019,28.02272771630966,2021-11-06 09:40:30,Item_8,19,2021-11-06,5,9,1,0,1,1,1,False,2,2021,11
SO_11731,1,Customer_712,2,53.18,0.8442893243358186,89.79861253635767,2021-11-06 09:40:30,Item_8,8,2021-11-06,5,9,1,0,1,1,1,False,2,2021,11
SO_11732,0,Customer_161,1,49.83,1.0,49.83,2021-11-06 10:08:50,Item_3,3,2021-11-06,5,10,1,0,2,1,0,False,2,2021,11
SO_11733,0,Customer_246,1,170.82,0.9335798412405202,159.47410848070564,2021-11-06 10:12:10,Item_4,18,2021-11-06,5,10,1,0,1,0,0,False,2,2021,11
SO_11734,0,Customer_136,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 10:15:16,Item_3,17,2021-11-06,5,10,1,0,0,1,0,False,0,2021,11
SO_11734,1,Customer_136,1,49.83,1.0,49.83,2021-11-06 10:15:16,Item_3,3,2021-11-06,5,10,1,0,0,1,0,False,0,2021,11
SO_11735,0,Customer_337,2,123.25,0.9012073904628384,222.14762174908967,2021-11-06 10:15:27,Item_0,0,2021-11-06,5,10,1,0,1,0,0,False,2,2021,11
SO_11736,0,Customer_199,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 10:17:25,Item_3,17,2021-11-06,5,10,1,0,1,0,0,False,2,2021,11
SO_11736,1,Customer_199,1,49.83,1.0,49.83,2021-11-06 10:17:25,Item_3,3,2021-11-06,5,10,1,0,1,0,0,False,2,2021,11
SO_11737,0,Customer_311,2,202.94,0.9052296867843002,367.41462527201173,2021-11-06 10:23:43,Item_1,20,2021-11-06,5,10,1,0,1,0,0,False,2,2021,11
SO_11738,0,Customer_1138,1,49.83,1.0,49.83,2021-11-06 10:32:21,Item_3,3,2021-11-06,5,10,1,0,0,0,0,False,2,2021,11
SO_11739,0,Customer_451,1,345.92,0.9090994918587496,314.4756962237787,2021-11-06 10:41:59,Item_0,14,2021-11-06,5,10,1,0,0,2,0,False,2,2021,11
SO_11741,0,Customer_226,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 11:04:15,Item_3,17,2021-11-06,5,11,1,0,0,1,0,False,2,2021,11
SO_11741,1,Customer_226,1,49.83,1.0,49.83,2021-11-06 11:04:15,Item_3,3,2021-11-06,5,11,1,0,0,1,0,False,2,2021,11
SO_11740,0,Customer_548,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 11:05:28,Item_3,17,2021-11-06,5,11,1,0,1,1,1,False,1,2021,11
SO_11742,0,Customer_314,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 11:06:28,Item_0,14,2021-11-06,5,11,1,0,1,1,0,False,2,2021,11
SO_11743,0,Customer_248,1,345.92,0.9090994918587496,314.4756962237787,2021-11-06 11:08:42,Item_0,14,2021-11-06,5,11,1,0,0,1,0,False,2,2021,11
SO_11744,0,Customer_765,2,49.83,1.0,99.66,2021-11-06 11:34:44,Item_3,3,2021-11-06,5,11,1,0,1,0,1,False,1,2021,11
SO_11745,1,Customer_548,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 11:48:34,Item_3,17,2021-11-06,5,11,1,0,1,1,1,True,1,2021,11
SO_11745,0,Customer_548,1,49.83,1.0,49.83,2021-11-06 11:48:34,Item_3,3,2021-11-06,5,11,1,0,1,1,1,True,1,2021,11
SO_11746,0,Customer_479,1,94.12,0.9103150621395545,85.67885364857487,2021-11-06 12:15:05,Item_5,5,2021-11-06,5,12,1,0,1,1,0,False,2,2021,11
SO_11747,0,Customer_479,2,202.94,0.9052296867843002,367.41462527201173,2021-11-06 12:20:16,Item_1,20,2021-11-06,5,12,1,0,1,1,0,True,2,2021,11
SO_11747,1,Customer_479,1,108.78,0.9192708605382136,99.99828420934688,2021-11-06 12:20:16,Item_1,1,2021-11-06,5,12,1,0,1,1,0,True,2,2021,11
SO_11748,0,Customer_414,2,86.77,0.908441824311307,157.65099419098422,2021-11-06 12:59:39,Item_3,17,2021-11-06,5,12,1,0,0,1,0,False,2,2021,11
SO_11749,0,Customer_697,1,192.22,0.9734153635558457,187.10990118270465,2021-11-06 13:09:06,Item_0,12,2021-11-06,5,13,1,0,1,1,1,False,2,2021,11
SO_11750,0,Customer_1154,1,192.22,0.9734153635558457,187.10990118270465,2021-11-06 13:35:09,Item_0,12,2021-11-06,5,13,1,0,2,1,1,False,1,2021,11
SO_11750,1,Customer_1154,1,123.25,0.9012073904628384,111.07381087454483,2021-11-06 13:35:09,Item_0,0,2021-11-06,5,13,1,0,2,1,1,False,1,2021,11
SO_11751,0,Customer_361,4,123.25,0.9012073904628384,444.29524349817933,2021-11-06 13:35:33,Item_0,0,2021-11-06,5,13,1,0,0,1,0,False,2,2021,11
SO_11752,0,Customer_250,1,49.83,1.0,49.83,2021-11-06 13:37:18,Item_3,3,2021-11-06,5,13,1,0,2,0,0,False,1,2021,11
SO_11753,0,Customer_874,2,192.22,0.9734153635558457,374.2198023654093,2021-11-06 14:08:41,Item_0,12,2021-11-06,5,14,1,0,0,0,2,False,0,2021,11
SO_11754,0,Customer_137,1,49.83,1.0,49.83,2021-11-06 14:36:51,Item_3,3,2021-11-06,5,14,1,0,2,1,0,False,1,2021,11
SO_11755,0,Customer_735,1,49.83,1.0,49.83,2021-11-06 14:37:36,Item_3,3,2021-11-06,5,14,1,0,1,1,1,False,1,2021,11
SO_11756,0,Customer_735,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 14:42:24,Item_0,14,2021-11-06,5,14,1,0,1,1,1,True,1,2021,11
SO_11757,0,Customer_735,1,68.59,0.9546405949648632,65.47879840863997,2021-11-06 14:53:32,Item_4,4,2021-11-06,5,14,1,0,1,1,1,True,1,2021,11
SO_11758,1,Customer_83,1,123.25,0.9012073904628384,111.07381087454483,2021-11-06 15:05:38,Item_0,0,2021-11-06,5,15,1,0,2,0,0,False,1,2021,11
SO_11758,0,Customer_83,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 15:05:38,Item_0,14,2021-11-06,5,15,1,0,2,0,0,False,1,2021,11
SO_11759,0,Customer_1141,2,53.18,0.8442893243358186,89.79861253635767,2021-11-06 15:23:29,Item_8,8,2021-11-06,5,15,1,0,0,0,0,False,0,2021,11
SO_11760,1,Customer_284,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 15:47:26,Item_3,17,2021-11-06,5,15,1,0,1,1,0,False,1,2021,11
SO_11760,0,Customer_284,4,49.83,1.0,199.32,2021-11-06 15:47:26,Item_3,3,2021-11-06,5,15,1,0,1,1,0,False,1,2021,11
SO_11761,0,Customer_688,3,192.22,0.9734153635558457,561.3297035481139,2021-11-06 16:08:10,Item_0,12,2021-11-06,5,16,1,0,1,0,1,False,2,2021,11
SO_11762,0,Customer_557,3,86.77,0.908441824311307,236.47649128647635,2021-11-06 17:01:16,Item_3,17,2021-11-06,5,17,1,0,1,0,1,True,2,2021,11
SO_11763,0,Customer_813,3,170.82,0.9335798412405202,478.422325442117,2021-11-06 17:07:24,Item_4,18,2021-11-06,5,17,1,0,1,1,2,False,2,2021,11
SO_11765,0,Customer_756,2,123.25,0.9012073904628384,222.14762174908967,2021-11-06 17:22:19,Item_0,0,2021-11-06,5,17,1,0,0,1,1,False,2,2021,11
SO_11764,0,Customer_1177,1,94.37,0.9315489498862084,87.9102744007615,2021-11-06 17:23:40,Item_7,7,2021-11-06,5,17,1,0,0,1,1,False,0,2021,11
SO_11766,0,Customer_753,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 17:41:25,Item_3,17,2021-11-06,5,17,1,0,1,1,1,False,1,2021,11
SO_11767,0,Customer_504,5,202.94,0.9052296867843002,918.5365631800294,2021-11-06 18:43:31,Item_1,20,2021-11-06,5,18,1,0,0,0,1,False,0,2021,11
SO_11767,1,Customer_504,4,108.78,0.9192708605382136,399.9931368373875,2021-11-06 18:43:31,Item_1,1,2021-11-06,5,18,1,0,0,0,1,False,0,2021,11
SO_11768,0,Customer_304,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 18:56:59,Item_3,17,2021-11-06,5,18,1,0,1,1,0,False,2,2021,11
SO_11769,0,Customer_446,1,169.69,0.9442806964010069,160.23499137228686,2021-11-06 19:24:28,Item_10,13,2021-11-06,5,19,1,0,1,1,0,False,2,2021,11
SO_11770,0,Customer_521,1,53.18,0.8442893243358186,44.89930626817883,2021-11-06 19:47:52,Item_8,8,2021-11-06,5,19,1,0,0,0,1,False,2,2021,11
SO_11770,1,Customer_521,1,29.53,0.948957931470019,28.02272771630966,2021-11-06 19:47:52,Item_8,19,2021-11-06,5,19,1,0,0,0,1,False,2,2021,11
SO_11771,0,Customer_521,2,192.22,0.9734153635558457,374.2198023654093,2021-11-06 20:05:11,Item_0,12,2021-11-06,5,20,1,1,0,0,1,True,2,2021,11
SO_11772,0,Customer_89,1,170.82,0.9335798412405202,159.47410848070564,2021-11-06 20:13:50,Item_4,18,2021-11-06,5,20,1,1,1,1,0,False,1,2021,11
SO_11773,0,Customer_694,3,49.83,1.0,149.49,2021-11-06 20:27:43,Item_3,3,2021-11-06,5,20,1,1,0,1,1,False,0,2021,11
SO_11774,0,Customer_439,2,202.94,0.9052296867843002,367.41462527201173,2021-11-06 20:28:59,Item_1,20,2021-11-06,5,20,1,1,1,2,0,False,2,2021,11
SO_11775,0,Customer_439,1,68.59,0.9546405949648632,65.47879840863997,2021-11-06 20:40:43,Item_4,4,2021-11-06,5,20,1,1,1,2,0,True,2,2021,11
SO_11776,0,Customer_284,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 21:08:22,Item_3,17,2021-11-06,5,21,1,1,1,1,0,True,1,2021,11
SO_11777,0,Customer_463,1,31.94,0.9002166157120706,28.752918705843534,2021-11-06 21:09:30,Item_11,11,2021-11-06,5,21,1,1,0,0,0,False,2,2021,11
SO_11777,1,Customer_463,3,70.1,0.9262088680839483,194.78172495805433,2021-11-06 21:09:30,Item_11,21,2021-11-06,5,21,1,1,0,0,0,False,2,2021,11
SO_11778,0,Customer_500,2,86.77,0.908441824311307,157.65099419098422,2021-11-06 22:45:59,Item_3,17,2021-11-06,5,22,1,1,0,1,1,False,0,2021,11
SO_11778,1,Customer_500,2,49.83,1.0,99.66,2021-11-06 22:45:59,Item_3,3,2021-11-06,5,22,1,1,0,1,1,False,0,2021,11
SO_11780,0,Customer_584,1,68.59,0.9546405949648632,65.47879840863997,2021-11-06 23:17:11,Item_4,4,2021-11-06,5,23,1,1,1,2,1,False,1,2021,11
SO_11780,1,Customer_584,3,202.94,0.9052296867843002,551.1219379080176,2021-11-06 23:17:11,Item_1,20,2021-11-06,5,23,1,1,1,2,1,False,1,2021,11
SO_11779,0,Customer_174,1,86.77,0.908441824311307,78.82549709549211,2021-11-06 23:17:28,Item_3,17,2021-11-06,5,23,1,1,0,1,0,False,0,2021,11
SO_11779,1,Customer_174,1,49.83,1.0,49.83,2021-11-06 23:17:28,Item_3,3,2021-11-06,5,23,1,1,0,1,0,False,0,2021,11
SO_11781,0,Customer_356,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 23:38:43,Item_0,14,2021-11-06,5,23,1,1,1,1,0,False,1,2021,11
SO_11782,0,Customer_386,2,345.92,0.9090994918587496,628.9513924475574,2021-11-06 23:48:54,Item_0,14,2021-11-06,5,23,1,1,0,1,0,False,0,2021,11
SO_11784,0,Customer_733,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 00:04:14,Item_1,1,2021-11-07,6,0,1,1,1,1,1,False,1,2021,11
SO_11784,1,Customer_733,3,202.94,0.9046770486944973,550.7854807861838,2021-11-07 00:04:14,Item_1,20,2021-11-07,6,0,1,1,1,1,1,False,1,2021,11
SO_11783,0,Customer_327,1,49.83,1.0,49.83,2021-11-07 00:06:01,Item_3,3,2021-11-07,6,0,1,1,1,0,0,False,1,2021,11
SO_11785,1,Customer_327,1,29.53,0.9111193585904934,26.90535465917727,2021-11-07 00:16:00,Item_8,19,2021-11-07,6,0,1,1,1,0,0,True,1,2021,11
SO_11785,0,Customer_327,4,53.18,0.9809428700703535,208.6661673213656,2021-11-07 00:16:00,Item_8,8,2021-11-07,6,0,1,1,1,0,0,True,1,2021,11
SO_11786,0,Customer_1083,1,53.18,0.9809428700703535,52.1665418303414,2021-11-07 00:25:41,Item_8,8,2021-11-07,6,0,1,1,0,0,2,False,0,2021,11
SO_11787,0,Customer_189,2,53.18,0.9809428700703535,104.3330836606828,2021-11-07 00:43:17,Item_8,8,2021-11-07,6,0,1,1,2,1,0,False,1,2021,11
SO_11787,1,Customer_189,1,29.53,0.9111193585904934,26.90535465917727,2021-11-07 00:43:17,Item_8,19,2021-11-07,6,0,1,1,2,1,0,False,1,2021,11
SO_11788,0,Customer_611,2,68.59,0.9391359488068415,128.83066945732253,2021-11-07 01:20:48,Item_4,4,2021-11-07,6,1,1,1,1,0,1,False,2,2021,11
SO_11789,0,Customer_151,1,202.94,0.9046770486944973,183.59516026206128,2021-11-07 02:05:05,Item_1,20,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11789,1,Customer_151,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 02:05:05,Item_1,1,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11790,0,Customer_102,1,202.94,0.9046770486944973,183.59516026206128,2021-11-07 02:11:51,Item_1,20,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11790,1,Customer_102,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 02:11:51,Item_1,1,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11790,2,Customer_102,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 02:11:51,Item_3,17,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11790,3,Customer_102,3,49.83,1.0,149.49,2021-11-07 02:11:51,Item_3,3,2021-11-07,6,2,1,1,1,1,0,False,2,2021,11
SO_11791,0,Customer_560,3,86.77,0.9632578112380756,250.74564084338348,2021-11-07 08:42:39,Item_3,17,2021-11-07,6,8,1,0,0,0,1,False,2,2021,11
SO_11792,0,Customer_44,1,49.83,1.0,49.83,2021-11-07 08:57:45,Item_3,3,2021-11-07,6,8,1,0,0,1,0,False,2,2021,11
SO_11793,0,Customer_328,1,202.94,0.9046770486944973,183.59516026206128,2021-11-07 08:59:07,Item_1,20,2021-11-07,6,8,1,0,1,1,0,False,2,2021,11
SO_11793,1,Customer_328,4,108.78,0.9627307385453184,418.90339895583895,2021-11-07 08:59:07,Item_1,1,2021-11-07,6,8,1,0,1,1,0,False,2,2021,11
SO_11794,0,Customer_43,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 09:33:58,Item_1,1,2021-11-07,6,9,1,0,0,1,0,False,2,2021,11
SO_11795,0,Customer_681,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 09:42:12,Item_3,17,2021-11-07,6,9,1,0,0,2,1,False,0,2021,11
SO_11798,0,Customer_45,4,202.94,0.9046770486944973,734.3806410482451,2021-11-07 10:44:56,Item_1,20,2021-11-07,6,10,1,0,0,0,0,False,2,2021,11
SO_11798,1,Customer_45,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 10:44:56,Item_1,1,2021-11-07,6,10,1,0,0,0,0,False,2,2021,11
SO_11796,0,Customer_454,2,29.53,0.9111193585904934,53.81070931835454,2021-11-07 10:46:25,Item_8,19,2021-11-07,6,10,1,0,0,1,0,False,0,2021,11
SO_11797,0,Customer_1071,1,29.53,0.9111193585904934,26.90535465917727,2021-11-07 10:47:47,Item_8,19,2021-11-07,6,10,1,0,1,1,1,False,1,2021,11
SO_11799,0,Customer_1026,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 10:56:56,Item_3,17,2021-11-07,6,10,1,0,1,0,0,False,1,2021,11
SO_11799,1,Customer_1026,1,155.39,0.8997570222342524,139.81324368498045,2021-11-07 10:56:56,Item_2,22,2021-11-07,6,10,1,0,1,0,0,False,1,2021,11
SO_11800,0,Customer_820,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 11:06:02,Item_3,17,2021-11-07,6,11,1,0,0,1,2,False,0,2021,11
SO_11801,0,Customer_86,1,49.83,1.0,49.83,2021-11-07 11:09:05,Item_3,3,2021-11-07,6,11,1,0,0,1,0,False,2,2021,11
SO_11802,0,Customer_820,1,49.83,1.0,49.83,2021-11-07 11:34:02,Item_3,3,2021-11-07,6,11,1,0,0,1,2,True,0,2021,11
SO_11803,0,Customer_1181,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 11:34:02,Item_3,17,2021-11-07,6,11,1,0,2,1,0,False,1,2021,11
SO_11804,0,Customer_419,1,49.83,1.0,49.83,2021-11-07 11:52:58,Item_3,3,2021-11-07,6,11,1,0,0,0,0,False,0,2021,11
SO_11805,0,Customer_488,2,68.59,0.9391359488068415,128.83066945732253,2021-11-07 12:22:15,Item_4,4,2021-11-07,6,12,1,0,1,2,0,False,2,2021,11
SO_11805,1,Customer_488,1,170.82,0.9796361014289876,167.34143884609966,2021-11-07 12:22:15,Item_4,18,2021-11-07,6,12,1,0,1,2,0,False,2,2021,11
SO_11806,0,Customer_577,1,155.39,0.8997570222342524,139.81324368498045,2021-11-07 12:26:17,Item_2,22,2021-11-07,6,12,1,0,0,0,1,False,0,2021,11
SO_11806,1,Customer_577,1,77.04,0.9164540137151067,70.60361721661182,2021-11-07 12:26:17,Item_2,2,2021-11-07,6,12,1,0,0,0,1,False,0,2021,11
SO_11807,0,Customer_455,1,49.83,1.0,49.83,2021-11-07 12:28:14,Item_3,3,2021-11-07,6,12,1,0,1,0,0,False,1,2021,11
SO_11808,0,Customer_426,1,68.59,0.9391359488068415,64.41533472866126,2021-11-07 12:32:16,Item_4,4,2021-11-07,6,12,1,0,1,2,0,False,2,2021,11
SO_11809,0,Customer_1164,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 12:34:13,Item_1,1,2021-11-07,6,12,1,0,1,2,1,False,2,2021,11
SO_11810,0,Customer_555,3,170.82,0.9796361014289876,502.02431653829905,2021-11-07 13:09:26,Item_4,18,2021-11-07,6,13,1,0,1,1,1,False,2,2021,11
SO_11811,0,Customer_1175,2,53.18,0.9809428700703535,104.3330836606828,2021-11-07 14:03:00,Item_8,8,2021-11-07,6,14,1,0,1,1,1,False,2,2021,11
SO_11812,0,Customer_70,4,108.78,0.9627307385453184,418.90339895583895,2021-11-07 15:07:38,Item_1,1,2021-11-07,6,15,1,0,0,1,0,False,2,2021,11
SO_11813,0,Customer_1101,1,29.53,0.9111193585904934,26.90535465917727,2021-11-07 15:26:59,Item_8,19,2021-11-07,6,15,1,0,2,1,1,False,1,2021,11
SO_11813,1,Customer_1101,1,53.18,0.9809428700703535,52.1665418303414,2021-11-07 15:26:59,Item_8,8,2021-11-07,6,15,1,0,2,1,1,False,1,2021,11
SO_11814,0,Customer_471,1,70.1,1.0,70.1,2021-11-07 16:32:24,Item_11,21,2021-11-07,6,16,1,0,1,0,0,False,2,2021,11
SO_11815,0,Customer_835,2,170.82,0.9796361014289876,334.6828776921993,2021-11-07 16:37:55,Item_4,18,2021-11-07,6,16,1,0,0,1,2,False,0,2021,11
SO_11816,0,Customer_126,5,202.94,0.9046770486944973,917.9758013103065,2021-11-07 16:48:09,Item_1,20,2021-11-07,6,16,1,0,1,1,0,False,1,2021,11
SO_11817,0,Customer_145,3,86.77,0.9632578112380756,250.74564084338348,2021-11-07 17:17:05,Item_3,17,2021-11-07,6,17,1,0,1,1,0,False,2,2021,11
SO_11818,0,Customer_896,1,94.37,1.0,94.37,2021-11-07 17:21:59,Item_7,7,2021-11-07,6,17,1,0,0,0,2,False,0,2021,11
SO_11819,0,Customer_298,2,86.77,0.9632578112380756,167.16376056225565,2021-11-07 17:29:46,Item_3,17,2021-11-07,6,17,1,0,1,1,0,False,2,2021,11
SO_11819,1,Customer_298,1,49.83,1.0,49.83,2021-11-07 17:29:46,Item_3,3,2021-11-07,6,17,1,0,1,1,0,False,2,2021,11
SO_11820,0,Customer_12,1,49.83,1.0,49.83,2021-11-07 17:45:15,Item_3,3,2021-11-07,6,17,1,0,0,1,0,False,2,2021,11
SO_11820,1,Customer_12,3,86.77,0.9632578112380756,250.74564084338348,2021-11-07 17:45:15,Item_3,17,2021-11-07,6,17,1,0,0,1,0,False,2,2021,11
SO_11821,0,Customer_12,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 18:04:12,Item_3,17,2021-11-07,6,18,1,0,0,1,0,True,2,2021,11
SO_11822,0,Customer_34,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 18:18:43,Item_3,17,2021-11-07,6,18,1,0,0,1,0,False,2,2021,11
SO_11823,0,Customer_388,2,49.83,1.0,99.66,2021-11-07 18:44:29,Item_3,3,2021-11-07,6,18,1,0,0,0,0,False,2,2021,11
SO_11824,0,Customer_268,2,202.94,0.9046770486944973,367.19032052412257,2021-11-07 19:49:58,Item_1,20,2021-11-07,6,19,1,0,1,0,0,False,2,2021,11
SO_11825,0,Customer_924,1,170.82,0.9796361014289876,167.34143884609966,2021-11-07 20:05:44,Item_4,18,2021-11-07,6,20,1,1,1,2,2,False,1,2021,11
SO_11826,0,Customer_66,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 20:06:36,Item_1,1,2021-11-07,6,20,1,1,1,1,0,False,2,2021,11
SO_11827,0,Customer_596,1,86.77,0.9632578112380756,83.58188028112782,2021-11-07 20:24:01,Item_3,17,2021-11-07,6,20,1,1,0,0,1,False,0,2021,11
SO_11827,1,Customer_596,4,49.83,1.0,199.32,2021-11-07 20:24:01,Item_3,3,2021-11-07,6,20,1,1,0,0,1,False,0,2021,11
SO_11828,0,Customer_268,1,108.78,0.9627307385453184,104.72584973895974,2021-11-07 20:28:02,Item_1,1,2021-11-07,6,20,1,1,1,0,0,True,2,2021,11
SO_11828,1,Customer_268,3,202.94,0.9046770486944973,550.7854807861838,2021-11-07 20:28:02,Item_1,20,2021-11-07,6,20,1,1,1,0,0,True,2,2021,11
SO_11829,0,Customer_416,1,49.83,1.0,49.83,2021-11-07 20:31:04,Item_3,3,2021-11-07,6,20,1,1,1,1,0,False,2,2021,11
SO_11830,0,Customer_225,2,86.77,0.9632578112380756,167.16376056225565,2021-11-07 20:33:47,Item_3,17,2021-11-07,6,20,1,1,1,0,0,False,2,2021,11
SO_11831,0,Customer_1075,1,77.04,0.9164540137151067,70.60361721661182,2021-11-07 21:06:56,Item_2,2,2021-11-07,6,21,1,1,1,2,1,False,2,2021,11
SO_11831,1,Customer_1075,2,108.78,0.9627307385453184,209.45169947791948,2021-11-07 21:06:56,Item_1,1,2021-11-07,6,21,1,1,1,2,1,False,2,2021,11
