fo_id,so_id,customer_id,address_lon,lo_id,status,processed_time,warehouse_id,player_group_id,address_lat,content,is_open,created_time,fulfilled_time,distance,estimated_cost,time_diff_hours,is_multi_order,multi_order_group,order_in_group,merged_cost
FO_34846,SO_34058,Customer_1467,103.74616,LO_32835,processed,2023-06-01 11:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37588,{'SKU_4': 1},True,2023-06-01 10:40:10,,6.217,6.217,,False,1463,6,4.3519
FO_43621,SO_42618,Customer_1467,103.74616,LO_41091,processed,2023-09-20 14:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37588,{'SKU_1': 3},True,2023-09-20 13:20:10,,6.217,6.217,2667.0,False,1463,7,4.3519
FO_49161,SO_47950,Customer_1467,103.74616,LO_46221,processed,2023-11-08 12:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37588,"{'SKU_6': 1, 'SKU_15': 1}",True,2023-11-08 11:45:10,,6.217,6.217,1174.0,False,1463,8,4.3519
FO_50097,SO_48810,Customer_1467,103.74616,LO_47085,processed,2023-11-12 12:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37588,{'SKU_4': 1},True,2023-11-12 12:00:10,,6.217,6.217,96.0,False,1463,9,4.3519
FO_51261,SO_49952,Customer_1467,103.74616,LO_48184,processed,2023-11-30 00:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37588,"{'SKU_6': 3, 'SKU_15': 3, 'SKU_3': 2}",True,2023-11-29 23:30:10,,6.217,6.217,420.0,False,1463,10,4.3519
FO_49162,SO_47950,Customer_1467,103.74616,LO_46224,processed,2023-11-08 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37588,{'SKU_0': 1},True,2023-11-08 11:45:10,,12.79,12.79,,False,1463,11,8.953
FO_34928,SO_34137,Customer_1468,103.88243,LO_32918,fulfilled,2023-06-02 01:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_5': 2},False,2023-06-02 00:05:10,2023-06-03 03:20:40,3.987,3.987,,False,1463,12,2.7908999999999997
FO_40617,SO_39718,Customer_1468,103.88243,LO_38311,processed,2023-08-23 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_3': 2},True,2023-08-23 11:25:10,,3.987,3.987,1979.0,False,1463,13,2.7908999999999997
FO_40920,SO_40017,Customer_1468,103.88243,LO_38590,fulfilled,2023-08-26 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_0': 2},False,2023-08-26 01:50:10,2023-08-28 04:10:40,3.987,3.987,62.0,False,1463,14,2.7908999999999997
FO_43378,SO_42380,Customer_1468,103.88243,LO_40869,processed,2023-09-17 23:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_11': 4},True,2023-09-17 22:35:10,,3.987,3.987,549.0,False,1463,15,2.7908999999999997
FO_43672,SO_42669,Customer_1468,103.88243,LO_41144,processed,2023-09-21 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_1': 2},True,2023-09-20 23:30:10,,3.987,3.987,73.0,False,1463,16,2.7908999999999997
FO_43676,SO_42673,Customer_1468,103.88243,LO_41144,processed,2023-09-21 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_2': 2},True,2023-09-20 23:45:10,,3.987,3.987,0.0,False,1463,17,2.7908999999999997
FO_45116,SO_44064,Customer_1468,103.88243,LO_42470,processed,2023-10-05 09:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_3': 4},True,2023-10-05 08:30:10,,3.987,3.987,345.0,False,1463,18,2.7908999999999997
FO_47300,SO_46168,Customer_1468,103.88243,LO_44508,fulfilled,2023-10-28 03:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_6': 2},False,2023-10-28 02:20:10,2023-10-30 15:45:40,3.987,3.987,546.0,False,1463,19,2.7908999999999997
FO_48540,SO_47366,Customer_1468,103.88243,LO_45650,fulfilled,2023-11-02 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_6': 2},False,2023-11-02 20:45:10,2023-11-03 15:35:40,3.987,3.987,138.0,False,1463,20,2.7908999999999997
FO_48862,SO_47670,Customer_1468,103.88243,LO_45944,processed,2023-11-03 14:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_0': 1},True,2023-11-03 13:15:10,,3.987,3.987,17.0,False,1463,21,2.7908999999999997
FO_50047,SO_48757,Customer_1468,103.88243,LO_47048,processed,2023-11-12 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_6': 2},True,2023-11-11 23:35:10,,3.987,3.987,202.0,False,1463,22,2.7908999999999997
FO_50073,SO_48786,Customer_1468,103.88243,LO_47065,processed,2023-11-12 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.38812,{'SKU_1': 3},True,2023-11-12 01:55:10,,3.987,3.987,2.0,True,1464,0,3.987
FO_33712,SO_32945,Customer_1469,103.98798,LO_31730,fulfilled,2023-04-13 03:00:20,Warehouse_1,IE5405_FY24S2_G13,1.34883,{'SKU_3': 2},False,2023-04-13 02:25:10,2023-04-13 18:55:40,14.296,14.296,,False,1465,0,14.296
FO_37732,SO_36892,Customer_1469,103.98798,LO_35590,processed,2023-07-20 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.34883,"{'SKU_13': 2, 'SKU_10': 4}",True,2023-07-20 12:10:10,,14.296,14.296,2362.0,False,1465,1,10.0072
FO_38445,SO_37598,Customer_1469,103.98798,LO_36271,fulfilled,2023-07-29 22:00:20,Warehouse_1,IE5405_FY24S2_G13,1.34883,{'SKU_4': 2},False,2023-07-29 21:45:10,2023-07-30 23:50:40,14.296,14.296,225.0,False,1465,2,10.0072
FO_3305,SO_3256,Customer_147,103.76348,LO_3214,fulfilled,2021-07-06 14:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 2},False,2021-07-06 13:25:10,2021-07-07 20:05:40,3.049,3.049,,False,1465,3,2.1342999999999996
FO_10188,SO_9890,Customer_147,103.76348,LO_9627,fulfilled,2021-10-15 15:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 4},False,2021-10-15 14:40:10,2021-10-17 07:30:40,3.049,3.049,2425.0,False,1465,4,2.1342999999999996
FO_10818,SO_10495,Customer_147,103.76348,LO_10215,fulfilled,2021-10-25 12:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 1},False,2021-10-25 11:20:10,2021-10-27 19:30:40,3.049,3.049,237.0,False,1465,5,2.1342999999999996
FO_11072,SO_10748,Customer_147,103.76348,LO_10445,fulfilled,2021-10-29 15:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_6': 1, 'SKU_15': 1}",False,2021-10-29 14:05:10,2021-10-30 07:15:40,3.049,3.049,99.0,False,1465,6,2.1342999999999996
FO_11491,SO_11154,Customer_147,103.76348,LO_10827,processed,2021-11-02 02:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_6': 4},True,2021-11-02 02:00:10,,3.049,3.049,83.0,False,1465,7,2.1342999999999996
FO_11496,SO_11158,Customer_147,103.76348,LO_10834,processed,2021-11-02 03:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_11': 2},True,2021-11-02 02:40:10,,3.049,3.049,1.0,True,1466,0,3.049
FO_13115,SO_12693,Customer_147,103.76348,LO_12331,fulfilled,2021-11-15 03:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_7': 1},False,2021-11-15 02:55:10,2021-11-18 02:55:40,3.049,3.049,312.0,False,1467,0,3.049
FO_13735,SO_13315,Customer_147,103.76348,LO_12928,fulfilled,2021-11-29 16:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_9': 1},False,2021-11-29 15:50:10,2021-11-30 19:40:40,3.049,3.049,349.0,False,1467,1,2.1342999999999996
FO_15843,SO_15409,Customer_147,103.76348,LO_14973,fulfilled,2022-03-26 22:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 8},False,2022-03-26 21:25:10,2022-03-27 10:50:40,3.049,3.049,2814.0,False,1467,2,2.1342999999999996
FO_16475,SO_16044,Customer_147,103.76348,LO_15600,fulfilled,2022-05-10 11:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_6': 1, 'SKU_15': 1}",False,2022-05-10 10:15:10,2022-05-10 13:05:40,3.049,3.049,1069.0,False,1467,3,2.1342999999999996
FO_17049,SO_16611,Customer_147,103.76348,LO_16159,processed,2022-06-01 18:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 1},True,2022-06-01 17:35:10,,3.049,3.049,535.0,False,1467,4,2.1342999999999996
FO_18488,SO_18033,Customer_147,103.76348,LO_17523,fulfilled,2022-07-03 16:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_13': 3, 'SKU_10': 2}",False,2022-07-03 15:50:10,2022-07-04 15:50:40,3.049,3.049,766.0,False,1467,5,2.1342999999999996
FO_19492,SO_19028,Customer_147,103.76348,LO_18475,processed,2022-07-21 16:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 2},True,2022-07-21 15:45:10,,3.049,3.049,432.0,False,1467,6,2.1342999999999996
FO_19644,SO_19182,Customer_147,103.76348,LO_18620,fulfilled,2022-07-24 01:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 3},False,2022-07-24 00:35:10,2022-07-27 01:20:40,3.049,3.049,57.0,False,1467,7,2.1342999999999996
FO_22963,SO_22445,Customer_147,103.76348,LO_21722,processed,2022-09-04 16:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_6': 2},True,2022-09-04 15:50:10,,3.049,3.049,1023.0,False,1467,8,2.1342999999999996
FO_23173,SO_22651,Customer_147,103.76348,LO_21912,processed,2022-09-07 00:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_2': 1, 'SKU_14': 1}",True,2022-09-06 23:40:10,,3.049,3.049,56.0,False,1467,9,2.1342999999999996
FO_27595,SO_26963,Customer_147,103.76348,LO_25951,processed,2022-10-27 09:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_0': 3},True,2022-10-27 08:45:10,,3.049,3.049,1209.0,False,1467,10,2.1342999999999996
FO_27772,SO_27130,Customer_147,103.76348,LO_26114,fulfilled,2022-10-29 19:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_0': 2},False,2022-10-29 18:55:10,2022-10-31 09:50:40,3.049,3.049,58.0,False,1467,11,2.1342999999999996
FO_34795,SO_34008,Customer_147,103.76348,LO_32791,fulfilled,2023-05-31 13:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_10': 4},False,2023-05-31 12:10:10,2023-05-31 18:45:40,3.049,3.049,5130.0,False,1467,12,2.1342999999999996
FO_34941,SO_34151,Customer_147,103.76348,LO_32930,fulfilled,2023-06-02 10:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_5': 1},False,2023-06-02 09:15:10,2023-06-03 02:55:40,3.049,3.049,45.0,False,1467,13,2.1342999999999996
FO_35639,SO_34845,Customer_147,103.76348,LO_33593,fulfilled,2023-06-16 18:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 2},False,2023-06-16 17:45:10,2023-06-18 22:50:40,3.049,3.049,344.0,False,1467,14,2.1342999999999996
FO_35647,SO_34853,Customer_147,103.76348,LO_33602,fulfilled,2023-06-16 19:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_13': 6},False,2023-06-16 18:05:10,2023-06-19 11:00:40,3.049,3.049,1.0,True,1468,0,3.049
FO_35686,SO_34892,Customer_147,103.76348,LO_33640,fulfilled,2023-06-16 23:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 2},False,2023-06-16 22:55:10,2023-06-20 16:45:40,3.049,3.049,4.0,True,1468,1,2.1342999999999996
FO_35996,SO_35191,Customer_147,103.76348,LO_33921,processed,2023-06-20 01:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_1': 6},True,2023-06-20 00:25:10,,3.049,3.049,74.0,False,1469,0,3.049
FO_38273,SO_37427,Customer_147,103.76348,LO_36105,processed,2023-07-27 12:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_6': 1, 'SKU_15': 1}",True,2023-07-27 11:55:10,,3.049,3.049,899.0,False,1469,1,2.1342999999999996
FO_42561,SO_41581,Customer_147,103.76348,LO_40109,processed,2023-09-10 04:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 1},True,2023-09-10 03:35:10,,3.049,3.049,1072.0,False,1469,2,2.1342999999999996
FO_44690,SO_43644,Customer_147,103.76348,LO_42073,fulfilled,2023-10-01 08:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_4': 2},False,2023-10-01 07:30:10,2023-10-04 17:55:40,3.049,3.049,508.0,False,1469,3,2.1342999999999996
FO_44693,SO_43647,Customer_147,103.76348,LO_42073,fulfilled,2023-10-01 08:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_0': 3},False,2023-10-01 07:55:10,2023-10-04 17:55:40,3.049,3.049,0.0,False,1469,4,2.1342999999999996
FO_44853,SO_43805,Customer_147,103.76348,LO_42223,processed,2023-10-02 18:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 4},True,2023-10-02 17:30:10,,3.049,3.049,34.0,False,1469,5,2.1342999999999996
FO_45070,SO_44018,Customer_147,103.76348,LO_42427,processed,2023-10-04 15:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,"{'SKU_3': 2, 'SKU_1': 3}",True,2023-10-04 14:45:10,,3.049,3.049,45.0,False,1469,6,2.1342999999999996
FO_45915,SO_44832,Customer_147,103.76348,LO_43213,fulfilled,2023-10-13 15:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_3': 4},False,2023-10-13 14:15:10,2023-10-16 00:40:40,3.049,3.049,216.0,False,1469,7,2.1342999999999996
FO_47428,SO_46295,Customer_147,103.76348,LO_44626,fulfilled,2023-10-30 00:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_6': 4},False,2023-10-29 23:55:10,2023-11-01 21:55:40,3.049,3.049,393.0,False,1469,8,2.1342999999999996
FO_51004,SO_49699,Customer_147,103.76348,LO_47939,fulfilled,2023-11-25 18:00:20,Warehouse_0,IE5405_FY24S2_G13,1.3342,{'SKU_8': 1},False,2023-11-25 17:20:10,2023-11-27 01:55:40,3.049,3.049,642.0,False,1469,9,2.1342999999999996
FO_11465,SO_11131,Customer_147,103.76348,LO_10806,processed,2021-11-02 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.3342,{'SKU_3': 4},True,2021-11-01 23:50:10,,11.114,11.114,,False,1469,10,7.7798
FO_11492,SO_11154,Customer_147,103.76348,LO_10831,processed,2021-11-02 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.3342,{'SKU_3': 2},True,2021-11-02 02:00:10,,11.114,11.114,2.0,True,1470,0,11.114
FO_18116,SO_17666,Customer_147,103.76348,LO_17177,fulfilled,2022-06-23 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.3342,{'SKU_1': 1},False,2022-06-23 20:20:10,2022-06-24 10:45:40,11.114,11.114,5611.0,False,1471,0,11.114
FO_36506,SO_35690,Customer_147,103.76348,LO_34413,fulfilled,2023-06-30 11:00:20,Warehouse_1,IE5405_FY24S2_G13,1.3342,{'SKU_1': 3},False,2023-06-30 10:40:10,2023-06-30 23:40:40,11.114,11.114,8918.0,False,1471,1,7.7798
FO_48708,SO_47531,Customer_147,103.76348,LO_45804,fulfilled,2023-11-03 10:00:20,Warehouse_1,IE5405_FY24S2_G13,1.3342,{'SKU_3': 1},False,2023-11-03 09:20:10,2023-11-07 07:30:40,11.114,11.114,3023.0,False,1471,2,7.7798
FO_48341,SO_47175,Customer_1470,103.91655,LO_45452,processed,2023-11-02 11:00:20,Warehouse_0,IE5405_FY24S2_G13,1.31527,{'SKU_3': 2},True,2023-11-02 10:55:10,,19.655,19.655,,False,1471,3,13.7585
FO_40526,SO_39629,Customer_1470,103.91655,LO_38221,processed,2023-08-22 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.31527,{'SKU_1': 2},True,2023-08-22 12:35:10,,8.004,8.004,,False,1471,4,5.602799999999999
FO_40924,SO_40021,Customer_1470,103.91655,LO_38595,fulfilled,2023-08-26 08:00:20,Warehouse_1,IE5405_FY24S2_G13,1.31527,{'SKU_0': 3},False,2023-08-26 07:45:10,2023-08-28 06:00:40,8.004,8.004,91.0,False,1471,5,5.602799999999999
FO_50559,SO_49255,Customer_1470,103.91655,LO_47524,fulfilled,2023-11-18 22:00:20,Warehouse_1,IE5405_FY24S2_G13,1.31527,"{'SKU_2': 1, 'SKU_14': 1}",False,2023-11-18 21:25:10,2023-11-20 04:45:40,8.004,8.004,2030.0,False,1471,6,5.602799999999999
FO_51227,SO_49918,Customer_1470,103.91655,LO_48154,fulfilled,2023-11-29 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.31527,{'SKU_4': 1},False,2023-11-29 11:20:10,2023-11-30 13:10:40,8.004,8.004,254.0,False,1471,7,5.602799999999999
FO_52400,SO_51089,Customer_1470,103.91655,LO_49273,fulfilled,2023-12-24 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.31527,{'SKU_7': 1},False,2023-12-24 12:20:10,2023-12-24 20:15:40,8.004,8.004,601.0,False,1471,8,5.602799999999999
FO_39961,SO_39076,Customer_1471,103.78493,LO_37700,processed,2023-08-16 11:00:20,Warehouse_0,IE5405_FY24S2_G13,1.39655,{'SKU_1': 2},True,2023-08-16 10:20:10,,9.831,9.831,,False,1471,9,6.8816999999999995
FO_34521,SO_33736,Customer_1471,103.78493,LO_32525,fulfilled,2023-05-22 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 4},False,2023-05-22 11:55:10,2023-05-22 16:25:40,9.281,9.281,,False,1471,10,6.4967
FO_34921,SO_34130,Customer_1471,103.78493,LO_32913,fulfilled,2023-06-01 23:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 2},False,2023-06-01 22:30:10,2023-06-02 23:10:40,9.281,9.281,251.0,False,1471,11,6.4967
FO_35417,SO_34623,Customer_1471,103.78493,LO_33386,fulfilled,2023-06-12 10:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,"{'SKU_3': 2, 'SKU_1': 4}",False,2023-06-12 09:50:10,2023-06-13 01:10:40,9.281,9.281,251.0,False,1471,12,6.4967
FO_36946,SO_36128,Customer_1471,103.78493,LO_34834,fulfilled,2023-07-08 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 2},False,2023-07-08 01:10:10,2023-07-08 14:55:40,9.281,9.281,616.0,False,1471,13,6.4967
FO_38625,SO_37770,Customer_1471,103.78493,LO_36445,fulfilled,2023-08-01 15:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_0': 1},False,2023-08-01 14:25:10,2023-08-02 18:25:40,9.281,9.281,589.0,False,1471,14,6.4967
FO_39870,SO_38986,Customer_1471,103.78493,LO_37618,processed,2023-08-15 11:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 1},True,2023-08-15 10:25:10,,9.281,9.281,332.0,False,1471,15,6.4967
FO_41318,SO_40407,Customer_1471,103.78493,LO_38951,processed,2023-08-29 16:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_5': 2},True,2023-08-29 15:10:10,,9.281,9.281,341.0,False,1471,16,6.4967
FO_45182,SO_44127,Customer_1471,103.78493,LO_42534,fulfilled,2023-10-05 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 1},False,2023-10-05 20:50:10,2023-10-06 12:00:40,9.281,9.281,893.0,False,1471,17,6.4967
FO_46578,SO_45472,Customer_1471,103.78493,LO_43827,fulfilled,2023-10-20 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_13': 3},False,2023-10-20 11:45:10,2023-10-21 08:20:40,9.281,9.281,351.0,False,1471,18,6.4967
FO_51387,SO_50078,Customer_1471,103.78493,LO_48307,fulfilled,2023-12-02 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_4': 1},False,2023-12-02 12:00:10,2023-12-02 20:45:40,9.281,9.281,1032.0,False,1471,19,6.4967
FO_51388,SO_50079,Customer_1471,103.78493,LO_48310,fulfilled,2023-12-02 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_0': 1},False,2023-12-02 12:05:10,2023-12-02 20:05:40,9.281,9.281,1.0,True,1472,0,9.281
FO_51488,SO_50179,Customer_1471,103.78493,LO_48405,fulfilled,2023-12-04 11:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_3': 2},False,2023-12-04 10:50:10,2023-12-05 00:20:40,9.281,9.281,46.0,False,1473,0,9.281
FO_52249,SO_50938,Customer_1471,103.78493,LO_49127,fulfilled,2023-12-20 16:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_0': 1},False,2023-12-20 15:35:10,2023-12-21 00:05:40,9.281,9.281,389.0,False,1473,1,6.4967
FO_52577,SO_51264,Customer_1471,103.78493,LO_49442,fulfilled,2023-12-28 16:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_1': 12},False,2023-12-28 15:50:10,2023-12-29 00:10:40,9.281,9.281,192.0,False,1473,2,6.4967
FO_52794,SO_51482,Customer_1471,103.78493,LO_49649,fulfilled,2024-01-03 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.39655,{'SKU_12': 1},False,2024-01-03 12:00:10,2024-01-04 00:35:40,9.281,9.281,140.0,False,1473,3,6.4967
FO_40029,SO_39141,Customer_1472,103.92547,LO_37760,processed,2023-08-16 23:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37823,{'SKU_1': 2},True,2023-08-16 22:05:10,,21.622,21.622,,False,1473,4,15.135399999999999
FO_40058,SO_39168,Customer_1472,103.92547,LO_37784,processed,2023-08-17 02:00:20,Warehouse_0,IE5405_FY24S2_G13,1.37823,{'SKU_1': 1},True,2023-08-17 01:45:10,,21.622,21.622,3.0,True,1474,0,21.622
FO_34826,SO_34039,Customer_1472,103.92547,LO_32821,processed,2023-06-01 09:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_1': 1},True,2023-06-01 08:45:10,,7.56,7.56,,False,1475,0,7.56
FO_35190,SO_34399,Customer_1472,103.92547,LO_33167,processed,2023-06-06 20:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_1': 2},True,2023-06-06 19:55:10,,7.56,7.56,131.0,False,1475,1,5.292
FO_35191,SO_34400,Customer_1472,103.92547,LO_33167,processed,2023-06-06 20:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_4': 2},True,2023-06-06 20:00:10,,7.56,7.56,0.0,False,1475,2,5.292
FO_35192,SO_34401,Customer_1472,103.92547,LO_33167,processed,2023-06-06 20:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_1': 1},True,2023-06-06 20:00:10,,7.56,7.56,0.0,False,1475,3,5.292
FO_35280,SO_34489,Customer_1472,103.92547,LO_33253,fulfilled,2023-06-09 01:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_2': 9},False,2023-06-08 23:20:10,2023-06-09 15:20:40,7.56,7.56,53.0,False,1475,4,5.292
FO_35318,SO_34526,Customer_1472,103.92547,LO_33289,fulfilled,2023-06-09 18:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_1': 4},False,2023-06-09 17:15:10,2023-06-10 21:45:40,7.56,7.56,17.0,False,1475,5,5.292
FO_35969,SO_35166,Customer_1472,103.92547,LO_33900,processed,2023-06-19 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_2': 1, 'SKU_14': 1, 'SKU_1': 1}",True,2023-06-19 20:50:10,,7.56,7.56,243.0,False,1475,6,5.292
FO_40055,SO_39165,Customer_1472,103.92547,LO_37788,processed,2023-08-17 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_0': 2},True,2023-08-17 01:30:10,,7.56,7.56,1397.0,False,1475,7,5.292
FO_40056,SO_39166,Customer_1472,103.92547,LO_37788,processed,2023-08-17 02:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_3': 2},True,2023-08-17 01:35:10,,7.56,7.56,0.0,False,1475,8,5.292
FO_42580,SO_41601,Customer_1472,103.92547,LO_40132,fulfilled,2023-09-10 12:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_6': 2, 'SKU_15': 1, 'SKU_0': 2, 'SKU_2': 3, 'SKU_14': 3}",False,2023-09-10 11:05:10,2023-09-12 14:55:40,7.56,7.56,586.0,False,1475,9,5.292
FO_42675,SO_41694,Customer_1472,103.92547,LO_40217,fulfilled,2023-09-11 13:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_1': 6},False,2023-09-11 12:10:10,2023-09-14 06:30:40,7.56,7.56,25.0,False,1475,10,5.292
FO_42910,SO_41928,Customer_1472,103.92547,LO_40428,processed,2023-09-13 14:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_3': 1},True,2023-09-13 13:25:10,,7.56,7.56,49.0,False,1475,11,5.292
FO_43125,SO_42145,Customer_1472,103.92547,LO_40629,fulfilled,2023-09-15 21:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_2': 1, 'SKU_14': 1}",False,2023-09-15 20:50:10,2023-09-16 14:05:40,7.56,7.56,55.0,False,1475,12,5.292
FO_44006,SO_42994,Customer_1472,103.92547,LO_41441,fulfilled,2023-09-24 04:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_4': 4},False,2023-09-24 03:30:10,2023-09-27 05:50:40,7.56,7.56,199.0,False,1475,13,5.292
FO_44625,SO_43579,Customer_1472,103.92547,LO_42016,fulfilled,2023-09-30 15:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_0': 2, 'SKU_3': 1}",False,2023-09-30 14:30:10,2023-10-03 07:30:40,7.56,7.56,155.0,False,1475,14,5.292
FO_44781,SO_43735,Customer_1472,103.92547,LO_42156,processed,2023-10-02 03:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_3': 4},True,2023-10-02 02:50:10,,7.56,7.56,36.0,False,1475,15,5.292
FO_45016,SO_43965,Customer_1472,103.92547,LO_42382,processed,2023-10-04 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_6': 2, 'SKU_15': 2}",True,2023-10-03 23:20:10,,7.56,7.56,45.0,False,1475,16,5.292
FO_48731,SO_47548,Customer_1472,103.92547,LO_45834,fulfilled,2023-11-03 11:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,{'SKU_3': 1},False,2023-11-03 10:05:10,2023-11-07 19:45:40,7.56,7.56,731.0,False,1475,17,5.292
FO_50841,SO_49536,Customer_1472,103.92547,LO_47789,processed,2023-11-23 00:00:20,Warehouse_1,IE5405_FY24S2_G13,1.37823,"{'SKU_3': 1, 'SKU_0': 2}",True,2023-11-22 23:05:10,,7.56,7.56,469.0,False,1475,18,5.292
